Source,Source Name,IP,Service,Target,Timestamp
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-12-24T18:17:38.367Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-12-24T17:28:38.115Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-12-24T17:28:35.146Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2024-12-24T17:28:35.115Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2024-12-24T11:49:48.217Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2024-12-24T11:49:48.217Z
10.168.145.201,10.168.145.201,10.168.145.201,File Share,FILESHARE02,2024-12-24T11:49:45.201Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-12-24T10:17:37.843Z
SERVER03,SERVER03,10.168.146.232,Uncategorized (USER01@DOMAIN.ORG),USER01,2024-12-24T10:00:00.266Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-12-24T07:48:14.869Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-12-24T07:48:11.884Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2024-12-24T07:48:11.884Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-12-24T02:17:37.981Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2024-12-24T01:59:23.508Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2024-12-24T01:59:23.496Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2024-12-24T01:59:20.498Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-12-24T00:38:21.457Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2024-12-24T00:38:21.411Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2024-12-23T21:57:51.061Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2024-12-23T16:18:59.507Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2024-12-23T16:18:59.497Z
10.168.145.201,10.168.145.201,10.168.145.201,File Share,FILESHARE01,2024-12-23T16:18:56.506Z
10.168.146.61,10.168.146.61,10.168.146.61,File Share,FILESHARE01,2024-12-23T12:17:24.930Z
10.168.146.61,10.168.146.61,10.168.146.61,File Share,FILESHARE04,2024-12-23T12:17:24.930Z
SERVER03,SERVER03,10.168.146.232,Uncategorized (USER01@DOMAIN.ORG),USER01,2024-12-23T10:00:01.147Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2024-12-23T06:38:35.530Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2024-12-23T06:38:35.530Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2024-12-23T06:38:32.519Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-12-23T06:17:36.390Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-12-23T05:11:47.920Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2024-12-23T05:11:47.873Z
SERVER08,SERVER08,10.168.146.120,Uncategorized (USER01@DOMAIN.ORG),USER01,2024-12-23T05:00:00.672Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-12-23T02:27:04.368Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-12-23T02:27:04.368Z
10.168.146.61,10.168.146.61,10.168.146.61,File Share,FILESHARE02,2024-12-23T02:27:01.352Z
SERVER08,SERVER08,10.168.146.120,Uncategorized (USER01@DOMAIN.ORG),USER01,2024-12-23T02:00:00.398Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2024-12-22T20:48:11.372Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2024-12-22T20:48:11.371Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2024-12-22T20:48:08.376Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-12-22T20:26:37.796Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2024-12-22T20:26:37.765Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-12-22T17:26:13.596Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-12-22T16:46:38.647Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2024-12-22T16:46:38.350Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-12-22T16:46:38.350Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2024-12-22T11:07:46.993Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2024-12-22T11:07:46.993Z
10.168.145.201,10.168.145.201,10.168.145.201,File Share,FILESHARE04,2024-12-22T11:07:43.993Z
SERVER03,SERVER03,10.168.146.232,Uncategorized (USER01@DOMAIN.ORG),USER01,2024-12-22T11:00:00.366Z
SERVER03,SERVER03,10.168.146.232,Uncategorized (USER01@DOMAIN.ORG),USER01,2024-12-22T10:00:00.602Z
10.168.146.101,10.168.146.101,10.168.146.101,Uncategorized (USER01@DOMAIN.ORG),USER01,2024-12-22T10:00:00.159Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-12-22T09:59:25.461Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2024-12-22T09:59:25.398Z
SERVER02,SERVER02,10.168.146.61,File Share,DC05,2024-12-22T09:59:25.086Z
SERVER08,SERVER08,10.168.146.120,Uncategorized (USER01@DOMAIN.ORG),USER01,2024-12-22T08:15:00.722Z
SERVER03,SERVER03,10.168.146.232,Uncategorized (USER01@DOMAIN.ORG),USER01,2024-12-22T08:00:00.510Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-12-22T07:45:52.453Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-12-22T06:56:14.333Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-12-22T06:56:14.333Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2024-12-22T06:56:14.333Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2024-12-22T01:17:19.615Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2024-12-22T01:17:19.209Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2024-12-22T01:17:19.100Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-12-22T01:13:14.915Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2024-12-22T01:13:14.868Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-12-21T21:55:30.889Z
SERVER02,SERVER02,10.168.146.61,File Share,DC02,2024-12-21T21:43:10.224Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-12-21T21:15:54.019Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-12-21T21:15:54.019Z
10.168.146.61,10.168.146.61,10.168.146.61,File Share,FILESHARE02,2024-12-21T21:15:51.018Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2024-12-21T15:36:55.142Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2024-12-21T15:36:54.627Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2024-12-21T15:36:54.611Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-12-21T14:55:02.123Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2024-12-21T14:55:02.077Z
10.168.145.78,10.168.145.78,10.168.145.78,File Share,FILESHARE01,2024-12-21T14:25:03.432Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-12-21T11:25:30.443Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2024-12-21T11:25:30.443Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-12-21T11:25:27.427Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2024-12-21T05:46:29.844Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2024-12-21T05:46:29.844Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2024-12-21T05:46:29.735Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-12-21T04:05:49.991Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2024-12-21T04:05:49.929Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-12-21T02:17:34.053Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-12-21T01:25:04.113Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-12-21T01:25:04.050Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2024-12-21T01:25:03.753Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-12-21T00:35:38.117Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2024-12-21T00:35:38.086Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-12-20T23:24:59.155Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-12-20T23:24:58.749Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2024-12-20T23:24:58.749Z
10.168.145.201,10.168.145.201,10.168.145.201,File Share,FILESHARE04,2024-12-20T20:06:05.845Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-12-20T16:59:34.600Z
10.168.146.61,10.168.146.61,10.168.146.61,File Share,FILESHARE04,2024-12-20T13:44:35.333Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2024-12-20T10:25:48.969Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2024-12-20T10:25:44.890Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2024-12-20T10:25:41.874Z
SERVER02,SERVER02,10.168.146.61,File Share,DC05,2024-12-20T10:22:20.782Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-12-20T10:17:33.371Z
SERVER03,SERVER03,10.168.146.232,Uncategorized (USER01@DOMAIN.ORG),USER01,2024-12-20T10:00:00.221Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-12-20T04:45:14.795Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2024-12-20T04:45:14.733Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-12-20T03:54:14.700Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-12-20T03:54:12.001Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2024-12-20T03:54:11.705Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2024-12-20T00:35:20.528Z
10.168.145.201,10.168.145.201,10.168.145.201,File Share,FILESHARE02,2024-12-20T00:35:17.512Z
10.168.145.201,10.168.145.201,10.168.145.201,File Share,FILESHARE01,2024-12-20T00:35:17.512Z
10.168.145.78,10.168.145.78,10.168.145.78,File Share,FILESHARE01,2024-12-19T22:17:32.462Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-12-19T19:47:04.386Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2024-12-19T19:47:04.339Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-12-19T18:13:51.416Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2024-12-19T18:13:51.404Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-12-19T18:13:48.403Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2024-12-19T14:54:56.659Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2024-12-19T14:54:56.659Z
10.168.145.201,10.168.145.201,10.168.145.201,File Share,FILESHARE01,2024-12-19T14:54:53.659Z
10.168.145.78,10.168.145.78,10.168.145.78,File Share,FILESHARE01,2024-12-19T11:11:52.184Z
SERVER03,SERVER03,10.168.146.232,Uncategorized (USER01@DOMAIN.ORG),USER01,2024-12-19T10:00:00.957Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-12-19T09:52:52.413Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2024-12-19T09:52:52.351Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-12-19T08:23:27.758Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2024-12-19T08:23:27.757Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-12-19T08:23:24.763Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2024-12-19T05:04:28.392Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2024-12-19T05:04:28.392Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2024-12-19T05:04:28.392Z
10.168.146.150,10.168.146.150,10.168.146.150,Uncategorized (SERVER04$),SERVER04,2024-12-19T03:33:02.971Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-12-19T02:17:31.652Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-12-18T23:29:39.544Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2024-12-18T23:29:39.498Z
SERVER02,SERVER02,10.168.146.61,File Share,DC05,2024-12-18T21:48:37.059Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2024-12-18T20:54:10.867Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2024-12-18T20:54:10.863Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2024-12-18T20:54:07.870Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2024-12-18T18:25:52.240Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2024-12-18T18:25:52.209Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2024-12-18T18:25:52.178Z
COMPUTER01,COMPUTER01,10.168.145.78,Remote Desktop (RDP),SERVER01,2024-12-18T18:22:26.096Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2024-12-18T17:32:26.812Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2024-12-18T17:32:26.577Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2024-12-18T17:32:26.468Z
COMPUTER01,COMPUTER01,10.168.145.78,Remote Desktop (RDP),SERVER04,2024-12-18T17:32:22.865Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-12-18T15:37:31.793Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2024-12-18T11:13:44.009Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2024-12-18T11:13:43.697Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2024-12-18T11:13:43.588Z
SERVER01,SERVER01,10.168.145.201,File Share,DC03,2024-12-18T10:21:26.809Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-12-18T10:20:33.310Z
SERVER03,SERVER03,10.168.146.232,Uncategorized (USER01@DOMAIN.ORG),USER01,2024-12-18T10:00:00.754Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-12-18T07:44:16.269Z
10.168.146.132,10.168.146.132,10.168.146.132,Uncategorized (SERVER05$),SERVER05,2024-12-18T07:15:48.590Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-12-18T04:34:55.412Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2024-12-18T04:34:55.350Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-12-18T03:12:17.885Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2024-12-18T03:12:14.948Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-12-18T03:12:14.885Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2024-12-18T01:23:19.146Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2024-12-18T01:23:19.130Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2024-12-18T01:23:19.021Z
SERVER06,SERVER06,10.168.146.216,File Share,FILESHARE02,2024-12-17T21:54:45.650Z
SERVER06,SERVER06,10.168.146.216,File Share,FILESHARE01,2024-12-17T21:54:45.557Z
SERVER06,SERVER06,10.168.146.216,File Share,FILESHARE04,2024-12-17T21:54:45.463Z
COMPUTER01,COMPUTER01,10.168.145.78,Remote Desktop (RDP),SERVER06,2024-12-17T21:54:40.583Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-12-17T21:44:11.342Z
SERVER05,SERVER05,10.168.146.87,File Share,FILESHARE02,2024-12-17T21:11:01.926Z
SERVER05,SERVER05,10.168.146.87,File Share,FILESHARE03,2024-12-17T21:11:01.879Z
SERVER05,SERVER05,10.168.146.87,File Share,FILESHARE01,2024-12-17T21:11:01.816Z
SERVER05,SERVER05,10.168.146.87,File Share,FILESHARE04,2024-12-17T21:11:01.754Z
COMPUTER01,COMPUTER01,10.168.145.78,Remote Desktop (RDP),SERVER05,2024-12-17T21:10:57.957Z
SERVER02,SERVER02,10.168.146.61,File Share,DC01,2024-12-17T19:45:43.265Z
10.168.146.150,10.168.146.150,10.168.146.150,File Share,FILESHARE02,2024-12-17T18:31:38.756Z
10.168.146.150,10.168.146.150,10.168.146.150,File Share,FILESHARE01,2024-12-17T18:31:38.756Z
10.168.146.150,10.168.146.150,10.168.146.150,File Share,FILESHARE04,2024-12-17T18:31:38.756Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-12-17T18:14:41.487Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2024-12-17T18:14:41.439Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-12-17T17:21:54.289Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-12-17T17:21:51.295Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2024-12-17T17:21:51.295Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2024-12-17T15:42:57.688Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2024-12-17T15:42:57.609Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2024-12-17T15:42:54.619Z
10.168.145.78,10.168.145.78,10.168.145.78,File Share,FILESHARE01,2024-12-17T14:18:37.796Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2024-12-17T13:22:51.851Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2024-12-17T13:22:48.865Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2024-12-17T13:22:48.862Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-12-17T11:36:08.801Z
SERVER03,SERVER03,10.168.146.232,Uncategorized (USER01@DOMAIN.ORG),USER01,2024-12-17T10:00:00.980Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-12-17T09:25:23.332Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2024-12-17T09:25:23.285Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2024-12-17T07:41:31.174Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-12-17T07:41:31.158Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-12-17T07:41:28.174Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2024-12-17T04:11:02.448Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2024-12-17T04:11:02.136Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2024-12-17T04:11:02.027Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2024-12-17T03:42:27.780Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2024-12-17T03:42:27.780Z
10.168.145.201,10.168.145.201,10.168.145.201,File Share,FILESHARE01,2024-12-17T03:42:24.779Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-12-17T02:18:30.513Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-12-17T01:55:47.604Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-12-16T23:16:02.641Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2024-12-16T23:16:02.610Z
COMPUTER01,COMPUTER01,10.168.145.78,Remote Desktop (RDP),SERVER04,2024-12-16T22:43:25.454Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2024-12-16T18:40:40.716Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2024-12-16T18:40:37.720Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2024-12-16T18:40:37.712Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2024-12-16T18:02:00.684Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2024-12-16T18:02:00.575Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2024-12-16T18:02:00.184Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-12-16T15:45:48.201Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-12-16T14:23:51.185Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2024-12-16T14:23:51.123Z
SERVER03,SERVER03,10.168.146.232,Uncategorized (USER01@DOMAIN.ORG),USER01,2024-12-16T10:00:01.123Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2024-12-16T08:50:12.794Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2024-12-16T08:50:12.794Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2024-12-16T08:50:12.794Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2024-12-16T08:11:34.980Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2024-12-16T08:11:34.980Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2024-12-16T08:11:34.870Z
SERVER08,SERVER08,10.168.146.120,Uncategorized (USER01@DOMAIN.ORG),USER01,2024-12-16T05:00:01.336Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-12-16T04:09:38.540Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2024-12-16T04:09:38.462Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-12-16T02:20:18.533Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2024-12-16T02:20:18.424Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-12-16T02:20:18.143Z
SERVER08,SERVER08,10.168.146.120,Uncategorized (USER01@DOMAIN.ORG),USER01,2024-12-16T02:00:01.173Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2024-12-15T22:31:10.774Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2024-12-15T22:31:10.259Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2024-12-15T22:31:10.150Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-12-15T19:24:28.036Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2024-12-15T19:24:27.974Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-12-15T16:39:54.668Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-12-15T16:39:54.652Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2024-12-15T16:39:54.652Z
10.168.146.40,10.168.146.40,10.168.146.40,Uncategorized (SERVER07$@DOMAIN.ORG),SERVER07,2024-12-15T16:00:01.057Z
10.168.146.150,10.168.146.150,10.168.146.150,File Share,FILESHARE02,2024-12-15T13:29:26.409Z
10.168.146.150,10.168.146.150,10.168.146.150,File Share,FILESHARE04,2024-12-15T13:29:23.398Z
10.168.146.150,10.168.146.150,10.168.146.150,File Share,FILESHARE01,2024-12-15T13:29:23.383Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2024-12-15T12:50:45.740Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2024-12-15T12:50:45.740Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2024-12-15T12:50:45.740Z
SERVER03,SERVER03,10.168.146.232,Uncategorized (USER01@DOMAIN.ORG),USER01,2024-12-15T10:00:00.472Z
10.168.146.101,10.168.146.101,10.168.146.101,Uncategorized (USER01@DOMAIN.ORG),USER01,2024-12-15T10:00:00.268Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-12-15T09:13:15.383Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2024-12-15T09:13:15.317Z
SERVER08,SERVER08,10.168.146.120,Uncategorized (USER01@DOMAIN.ORG),USER01,2024-12-15T08:15:00.955Z
SERVER03,SERVER03,10.168.146.232,Uncategorized (USER01@DOMAIN.ORG),USER01,2024-12-15T08:00:00.114Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-12-15T06:49:34.123Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-12-15T06:49:34.114Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2024-12-15T06:49:31.118Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2024-12-15T03:39:01.026Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2024-12-15T03:38:58.025Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2024-12-15T03:38:58.025Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE04,2024-12-15T03:00:20.884Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE01,2024-12-15T03:00:20.884Z
SERVER01,SERVER01,10.168.145.201,File Share,FILESHARE02,2024-12-15T03:00:20.884Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-12-14T22:26:59.915Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2024-12-14T22:26:59.868Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-12-14T21:09:10.903Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-12-14T21:09:10.903Z
10.168.146.61,10.168.146.61,10.168.146.61,File Share,FILESHARE02,2024-12-14T21:09:07.892Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE04,2024-12-14T17:58:36.392Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE02,2024-12-14T17:58:33.392Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2024-12-14T17:58:33.392Z
10.168.145.201,10.168.145.201,10.168.145.201,File Share,FILESHARE02,2024-12-14T17:19:56.492Z
SERVER02,SERVER02,10.168.146.61,File Share,SERVER05,2024-12-14T13:09:49.034Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE03,2024-12-14T13:09:48.987Z
COMPUTER01,COMPUTER01,10.168.145.78,File Share,FILESHARE01,2024-12-14T12:47:26.148Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE04,2024-12-14T11:18:47.191Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE01,2024-12-14T11:18:47.176Z
SERVER02,SERVER02,10.168.146.61,File Share,FILESHARE02,2024-12-14T11:18:44.175Z
SERVER04,SERVER04,10.168.146.102,File Share,FILESHARE01,2024-12-14T08:08:08.421Z
